EnsemblID	predictedProb	HGNCsymbol	batch
ENSG00000134371	0.861866666666667	CDC73	HItraining
ENSG00000134760	0.672433333333333	DSG1	HItraining
ENSG00000134982	0.8418	APC	HItraining
ENSG00000135100	0.727183333333333	HNF1A	HItraining
ENSG00000135111	0.94895	TBX3	HItraining
ENSG00000135903	0.923583333333333	PAX3	HItraining
ENSG00000136352	0.938066666666667	NKX2-1	HItraining
ENSG00000136531	0.7409	SCN2A	HItraining
ENSG00000136574	0.904666666666667	GATA4	HItraining
ENSG00000136854	0.7024	STXBP1	HItraining
ENSG00000136944	0.887916666666667	LMX1B	HItraining
ENSG00000137090	0.75815	DMRT1	HItraining
ENSG00000137309	0.816416666666667	HMGA1	HItraining
ENSG00000138083	0.91965	SIX3	HItraining
ENSG00000138160	0.880533333333333	KIF11	HItraining
ENSG00000138326	0.782483333333333	RPS24	HItraining
ENSG00000138449	0.826316666666667	SLC40A1	HItraining
ENSG00000139083	0.927533333333333	ETV6	HItraining
ENSG00000139219	0.925916666666667	COL2A1	HItraining
ENSG00000139687	0.7958	RB1	HItraining
ENSG00000140262	0.902166666666667	TCF12	HItraining
ENSG00000140416	0.920766666666667	TPM1	HItraining
ENSG00000140443	0.950116666666667	IGF1R	HItraining
ENSG00000141030	0.747	COPS3	HItraining
ENSG00000141448	0.946133333333333	GATA6	HItraining
ENSG00000141510	0.895683333333333	TP53	HItraining
ENSG00000141646	0.927233333333333	SMAD4	HItraining
ENSG00000142156	0.780583333333333	COL6A1	HItraining
ENSG00000142731	0.725816666666667	PLK4	HItraining
ENSG00000142871	0.91645	CYR61	HItraining
ENSG00000143252	0.742166666666667	SDHC	HItraining
ENSG00000143368	0.725766666666667	SF3B4	HItraining
ENSG00000144285	0.648516666666667	SCN1A	HItraining
ENSG00000145335	0.830266666666667	SNCA	HItraining
ENSG00000145362	0.825816666666667	ANK2	HItraining
ENSG00000145675	0.912833333333333	PIK3R1	HItraining
ENSG00000145715	0.784083333333333	RASA1	HItraining
ENSG00000147883	0.863183333333333	CDKN2B	HItraining
ENSG00000147889	0.93955	CDKN2A	HItraining
ENSG00000148400	0.745733333333333	NOTCH1	HItraining
ENSG00000150907	0.90065	FOXO1	HItraining
ENSG00000151322	0.899266666666667	NPAS3	HItraining
ENSG00000151702	0.910216666666667	FLI1	HItraining
ENSG00000151929	0.842183333333333	BAG3	HItraining
ENSG00000154473	0.943333333333333	BUB3	HItraining
ENSG00000157017	0.6632	GHRL	HItraining
ENSG00000157540	0.9559	DYRK1A	HItraining
ENSG00000157764	0.8321	BRAF	HItraining
ENSG00000158321	0.918416666666667	AUTS2	HItraining
ENSG00000158517	0.281	NCF1	HItraining
ENSG00000158887	0.811416666666667	MPZ	HItraining
ENSG00000159216	0.876383333333333	RUNX1	HItraining
ENSG00000160710	0.8351	ADAR	HItraining
ENSG00000161594	0.661733333333333	KLHL10	HItraining
ENSG00000162374	0.80815	ELAVL4	HItraining
ENSG00000162599	0.9059	NFIA	HItraining
ENSG00000162711	0.697666666666667	NLRP3	HItraining
ENSG00000163132	0.9173	MSX1	HItraining
ENSG00000164093	0.963683333333333	PITX2	HItraining
ENSG00000164109	0.845966666666667	MAD2L1	HItraining
ENSG00000164190	0.961383333333333	NIPBL	HItraining
ENSG00000164362	0.6705	TERT	HItraining
ENSG00000164690	0.8875	SHH	HItraining
ENSG00000164692	0.8891	COL1A2	HItraining
ENSG00000165588	0.9331	OTX2	HItraining
ENSG00000165671	0.850116666666667	NSD1	HItraining
ENSG00000165699	0.810883333333333	TSC1	HItraining
ENSG00000165731	0.71535	RET	HItraining
ENSG00000166068	0.94405	SPRED1	HItraining
ENSG00000166147	0.85385	FBN1	HItraining
ENSG00000166573	0.81605	GALR1	HItraining
ENSG00000166603	0.715983333333333	MC4R	HItraining
ENSG00000166949	0.851516666666667	SMAD3	HItraining
ENSG00000167034	0.849883333333333	NKX3-1	HItraining
ENSG00000167371	0.786883333333333	PRRT2	HItraining
ENSG00000167522	0.850033333333333	ANKRD11	HItraining
ENSG00000167548	0.792483333333333	KMT2D	HItraining
ENSG00000168066	0.800333333333333	SF1	HItraining
ENSG00000168137	0.9262	SETD5	HItraining
ENSG00000168214	0.954516666666667	RBPJ	HItraining
ENSG00000168477	0.752	TNXB	HItraining
ENSG00000168496	0.69685	FEN1	HItraining
ENSG00000168542	0.8194	COL3A1	HItraining
ENSG00000168621	0.961516666666667	GDNF	HItraining
ENSG00000169071	0.89595	ROR2	HItraining
ENSG00000169554	0.894266666666667	ZEB2	HItraining
ENSG00000169877	0.73275	AHSP	HItraining
ENSG00000170322	0.683066666666667	NFRKB	HItraining
ENSG00000171316	0.86	CHD7	HItraining
ENSG00000171735	0.861466666666667	CAMTA1	HItraining
ENSG00000171843	0.928733333333333	MLLT3	HItraining
ENSG00000171862	0.9416	PTEN	HItraining
ENSG00000173253	0.939966666666667	DMRT2	HItraining
ENSG00000173473	0.833266666666667	SMARCC1	HItraining
ENSG00000173575	0.89895	CHD2	HItraining
ENSG00000173757	0.807033333333333	STAT5B	HItraining
ENSG00000174106	0.936833333333333	LEMD3	HItraining
ENSG00000174437	0.899766666666667	ATP2A2	HItraining
ENSG00000174804	0.890466666666667	FZD4	HItraining
ENSG00000175054	0.790683333333333	ATR	HItraining
ENSG00000175344	0.779016666666667	CHRNA7	HItraining
ENSG00000175646	0.774633333333333	PRM1	HItraining
ENSG00000176165	0.91165	FOXG1	HItraining
ENSG00000176692	0.893283333333333	FOXC2	HItraining
ENSG00000177374	0.765266666666667	HIC1	HItraining
ENSG00000177426	0.909266666666667	TGIF1	HItraining
ENSG00000177519	0.861033333333333	RPRM	HItraining
ENSG00000178691	0.715	SUZ12	HItraining
ENSG00000179295	0.72575	PTPN11	HItraining
ENSG00000179915	0.818866666666667	NRXN1	HItraining
ENSG00000181090	0.72125	EHMT1	HItraining
ENSG00000181163	0.92385	NPM1	HItraining
ENSG00000181449	0.916983333333333	SOX2	HItraining
ENSG00000181481	0.72005	RNF135	HItraining
ENSG00000182197	0.9228	EXT1	HItraining
ENSG00000183072	0.919116666666667	NKX2-5	HItraining
ENSG00000183691	0.909816666666667	NOG	HItraining
ENSG00000183770	0.92615	FOXL2	HItraining
ENSG00000184302	0.912583333333333	SIX6	HItraining
ENSG00000184779	0.612433333333333	RPS17	HItraining
ENSG00000184937	0.948016666666667	WT1	HItraining
ENSG00000185338	0.836783333333333	SOCS1	HItraining
ENSG00000185551	0.907216666666667	NR2F2	HItraining
ENSG00000185920	0.938616666666667	PTCH1	HItraining
ENSG00000186081	0.706383333333333	KRT5	HItraining
ENSG00000186575	0.72465	NF2	HItraining
ENSG00000186765	0.647833333333333	FSCN2	HItraining
ENSG00000186790	0.786416666666667	FOXE3	HItraining
ENSG00000186895	0.775316666666667	FGF3	HItraining
ENSG00000186951	0.706416666666667	PPARA	HItraining
ENSG00000187098	0.836833333333333	MITF	HItraining
ENSG00000187210	0.731033333333333	GCNT1	HItraining
ENSG00000188486	0.7488	H2AFX	HItraining
ENSG00000189056	0.825316666666667	RELN	HItraining
ENSG00000196092	0.927283333333333	PAX5	HItraining
ENSG00000196220	0.766283333333333	SRGAP3	HItraining
ENSG00000196628	0.94425	TCF4	HItraining
ENSG00000196712	0.728016666666667	NF1	HItraining
ENSG00000197283	0.816383333333333	SYNGAP1	HItraining
ENSG00000197728	0.739916666666667	RPS26	HItraining
ENSG00000198087	0.886083333333333	CD2AP	HItraining
ENSG00000198743	0.883816666666667	SLC5A3	HItraining
ENSG00000198807	0.960283333333333	PAX9	HItraining
ENSG00000198836	0.762766666666667	OPA1	HItraining
ENSG00000203883	0.76525	SOX18	HItraining
ENSG00000204217	0.94415	BMPR2	HItraining
ENSG00000204370	0.785516666666667	SDHD	HItraining
ENSG00000251322	0.764116666666667	SHANK3	HItraining
ENSG00000273079	0.868516666666667	GRIN2B	HItraining
ENSG00000003989	0.202366666666667	SLC7A2	HStraining
ENSG00000004142	0.0228	POLDIP2	HStraining
ENSG00000005379	0.157983333333333	BZRAP1	HStraining
ENSG00000005381	0.09785	MPO	HStraining
ENSG00000005448	0.0225666666666667	WDR54	HStraining
ENSG00000007312	0.0466833333333333	CD79B	HStraining
ENSG00000007314	0.0274166666666667	SCN4A	HStraining
ENSG00000007376	0.01105	RPUSD1	HStraining
ENSG00000008282	0.2017	SYPL1	HStraining
ENSG00000011143	0.0807666666666667	MKS1	HStraining
ENSG00000015520	0.0436	NPC1L1	HStraining
ENSG00000021488	0.0511166666666667	SLC7A9	HStraining
ENSG00000035115	0.207783333333333	SH3YL1	HStraining
ENSG00000040531	0.04575	CTNS	HStraining
ENSG00000049167	0.134933333333333	ERCC8	HStraining
ENSG00000055950	0.0535	MRPL43	HStraining
ENSG00000058600	0.08485	POLR3E	HStraining
ENSG00000059804	0.1832	SLC2A3	HStraining
ENSG00000063660	0.0949833333333333	GPC1	HStraining
ENSG00000063854	0.0667833333333333	HAGH	HStraining
ENSG00000064601	0.00973333333333333	CTSA	HStraining
ENSG00000064932	0.0883666666666667	SBNO2	HStraining
ENSG00000066735	0.2387	KIF26A	HStraining
ENSG00000070444	0.187233333333333	MNT	HStraining
ENSG00000071894	0.0433166666666667	CPSF1	HStraining
ENSG00000072182	0.160833333333333	ASIC4	HStraining
ENSG00000072694	0.05625	FCGR2B	HStraining
ENSG00000073350	0.05405	LLGL2	HStraining
ENSG00000074071	0.0262333333333333	MRPS34	HStraining
ENSG00000075399	0.0990666666666667	VPS9D1	HStraining
ENSG00000077238	0.116216666666667	IL4R	HStraining
ENSG00000079435	0.0144	LIPE	HStraining
ENSG00000079462	0.0135166666666667	PAFAH1B3	HStraining
ENSG00000080608	0.2105	KIAA0020	HStraining
ENSG00000080910	0.000316666666666667	CFHR2	HStraining
ENSG00000081692	0.0327333333333333	JMJD4	HStraining
ENSG00000083807	0.0482666666666667	SLC27A5	HStraining
ENSG00000083812	0.0102666666666667	ZNF324	HStraining
ENSG00000083828	0.0667166666666667	ZNF586	HStraining
ENSG00000083838	0.0143166666666667	ZNF446	HStraining
ENSG00000083845	0.0444333333333333	RPS5	HStraining
ENSG00000085552	0.113883333333333	IGSF9	HStraining
ENSG00000086504	0.01445	MRPL28	HStraining
ENSG00000086506	0.02735	HBQ1	HStraining
ENSG00000088827	0.01905	SIGLEC1	HStraining
ENSG00000089060	0.0337333333333333	SLC8B1	HStraining
ENSG00000091704	0.0729833333333333	CPA1	HStraining
ENSG00000094914	0.0892666666666667	AAAS	HStraining
ENSG00000095539	0.04655	SEMA4G	HStraining
ENSG00000095752	0.0623833333333333	IL11	HStraining
ENSG00000095906	0.0180666666666667	NUBP2	HStraining
ENSG00000099326	0.12195	MZF1	HStraining
ENSG00000099769	0.0223666666666667	IGFALS	HStraining
ENSG00000099889	0.0449166666666667	ARVCF	HStraining
ENSG00000100038	0.0894166666666667	TOP3B	HStraining
ENSG00000100068	0.1232	LRP5L	HStraining
ENSG00000100300	0.0378666666666667	TSPO	HStraining
ENSG00000100304	0.0661	TTLL12	HStraining
ENSG00000100314	0.103966666666667	CABP7	HStraining
ENSG00000100319	0.0608166666666667	ZMAT5	HStraining
ENSG00000100401	0.0682833333333333	RANGAP1	HStraining
ENSG00000100410	0.0579166666666667	PHF5A	HStraining
ENSG00000100412	0.0509333333333333	ACO2	HStraining
ENSG00000100413	0.06525	POLR3H	HStraining
ENSG00000100417	0.03015	PMM1	HStraining
ENSG00000100767	0.19615	PAPLN	HStraining
ENSG00000100979	0.0888	PLTP	HStraining
ENSG00000101197	0.13825	BIRC7	HStraining
ENSG00000101292	0.148466666666667	PROKR2	HStraining
ENSG00000102854	0.0246166666666667	MSLN	HStraining
ENSG00000103024	0.0184333333333333	NME3	HStraining
ENSG00000103043	0.12335	VAC14	HStraining
ENSG00000103089	0.0602833333333333	FA2H	HStraining
ENSG00000103154	0.0515666666666667	NECAB2	HStraining
ENSG00000103245	0.01425	NARFL	HStraining
ENSG00000103253	0.0161833333333333	HAGHL	HStraining
ENSG00000103254	0.03755	FAM173A	HStraining
ENSG00000103260	0.0745166666666667	METRN	HStraining
ENSG00000103266	0.0535666666666667	STUB1	HStraining
ENSG00000103269	0.03765	RHBDL1	HStraining
ENSG00000103319	0.107	EEF2K	HStraining
ENSG00000103335	0.0963166666666667	PIEZO1	HStraining
ENSG00000104518	0.02425	GSDMD	HStraining
ENSG00000104522	0.0289833333333333	TSTA3	HStraining
ENSG00000104524	0.0224333333333333	PYCRL	HStraining
ENSG00000104529	0.0457333333333333	EEF1D	HStraining
ENSG00000104687	0.11025	GSR	HStraining
ENSG00000104884	0.0597166666666667	ERCC2	HStraining
ENSG00000105369	0.0528333333333333	CD79A	HStraining
ENSG00000105393	0.0100666666666667	BABAM1	HStraining
ENSG00000105404	0.0219166666666667	RABAC1	HStraining
ENSG00000105427	0.04765	CNFN	HStraining
ENSG00000105428	0.0518666666666667	ZNRF4	HStraining
ENSG00000105617	0.0576	LENG1	HStraining
ENSG00000105619	0.0322166666666667	TFPT	HStraining
ENSG00000105722	0.07585	ERF	HStraining
ENSG00000106714	0.0441833333333333	CNTNAP3	HStraining
ENSG00000106992	0.0395333333333333	AK1	HStraining
ENSG00000107014	0.0416166666666667	RLN2	HStraining
ENSG00000107104	0.1851	KANK1	HStraining
ENSG00000107130	0.0735	NCS1	HStraining
ENSG00000107147	0.0948666666666667	KCNT1	HStraining
ENSG00000107521	0.0626833333333333	HPS1	HStraining
ENSG00000107816	0.195033333333333	LZTS2	HStraining
ENSG00000107902	0.16765	LHPP	HStraining
ENSG00000108278	0.0948833333333333	ZNHIT3	HStraining
ENSG00000108469	0.03635	RECQL5	HStraining
ENSG00000108479	0.0151833333333333	GALK1	HStraining
ENSG00000108592	0.0884166666666667	FTSJ3	HStraining
ENSG00000108622	0.0948166666666667	ICAM2	HStraining
ENSG00000108826	0.0204333333333333	MRPL27	HStraining
ENSG00000109072	0.0162333333333333	VTN,SEBOX,SEBOX,SEBOX,SEBOX,SEBOX,SEBOX	HStraining
ENSG00000109079	0.05055	TNFAIP1	HStraining
ENSG00000109083	0.05315	IFT20	HStraining
ENSG00000109084	0.159466666666667	TMEM97	HStraining
ENSG00000109133	0.165533333333333	TMEM33	HStraining
ENSG00000109205	0.08635	ODAM	HStraining
ENSG00000109208	0.00025	SMR3A	HStraining
ENSG00000109536	0.129783333333333	FRG1	HStraining
ENSG00000109758	0.00891666666666667	HGFAC	HStraining
ENSG00000110218	0.255616666666667	PANX1	HStraining
ENSG00000111077	0.180433333333333	TENC1	HStraining
ENSG00000111196	0.180233333333333	MAGOHB	HStraining
ENSG00000111325	0.0580166666666667	OGFOD2	HStraining
ENSG00000111344	0.0437666666666667	RASAL1	HStraining
ENSG00000111700	0.0300833333333333	SLCO1B3	HStraining
ENSG00000112164	0.195516666666667	GLP1R	HStraining
ENSG00000112494	0.03025	UNC93A	HStraining
ENSG00000114349	0.0320166666666667	GNAT1	HStraining
ENSG00000114353	0.1411	GNAI2	HStraining
ENSG00000114654	0.1875	EFCC1	HStraining
ENSG00000114771	0.0776833333333333	AADAC	HStraining
ENSG00000114779	0.0260166666666667	ABHD14B	HStraining
ENSG00000114786	0.01725	ABHD14A-ACY1	HStraining
ENSG00000114993	0.172683333333333	RTKN	HStraining
ENSG00000115274	0.0852	INO80B	HStraining
ENSG00000115275	0.0326333333333333	MOGS	HStraining
ENSG00000115282	0.0276833333333333	TTC31	HStraining
ENSG00000115297	0.17415	TLX2	HStraining
ENSG00000115307	0.0389833333333333	AUP1	HStraining
ENSG00000115317	0.0422833333333333	HTRA2	HStraining
ENSG00000116785	0.00138333333333333	CFHR3	HStraining
ENSG00000117281	0.0341333333333333	CD160	HStraining
ENSG00000118369	0.0556333333333333	USP35	HStraining
ENSG00000119408	0.128133333333333	NEK6	HStraining
ENSG00000119574	0.0874	ZBTB45	HStraining
ENSG00000119943	0.0206166666666667	PYROXD2	HStraining
ENSG00000120440	0.032	TTLL2	HStraining
ENSG00000120910	0.206416666666667	PPP3CC	HStraining
ENSG00000121053	0.0417666666666667	EPX	HStraining
ENSG00000121410	0.0578833333333333	A1BG	HStraining
ENSG00000121680	0.04055	PEX16	HStraining
ENSG00000121848	0.0294	RNF115	HStraining
ENSG00000121900	0.13575	TMEM54	HStraining
ENSG00000121905	0.0992833333333333	HPCA	HStraining
ENSG00000123064	0.0382333333333333	DDX54	HStraining
ENSG00000123349	0.07475	PFDN5	HStraining
ENSG00000123989	0.07755	CHPF	HStraining
ENSG00000124006	0.14025	OBSL1	HStraining
ENSG00000124257	0.0115833333333333	NEURL2	HStraining
ENSG00000124467	0.00226666666666667	PSG8	HStraining
ENSG00000124664	0.05265	SPDEF	HStraining
ENSG00000125498	0.00601666666666667	KIR2DL1	HStraining
ENSG00000125508	0.0408166666666667	SRMS	HStraining
ENSG00000125531	0.0329833333333333	C20orf195	HStraining
ENSG00000125551	0.000433333333333333	PLGLB2	HStraining
ENSG00000125731	0.0773	SH2D3A	HStraining
ENSG00000125788	0.0809	DEFB126	HStraining
ENSG00000125844	0.20375	RRBP1	HStraining
ENSG00000125861	0.0651833333333333	GFRA4	HStraining
ENSG00000126246	0.0452	IGFLR1	HStraining
ENSG00000127220	0.0462666666666667	ABHD8	HStraining
ENSG00000127399	0.0427666666666667	LRRC61	HStraining
ENSG00000127412	0.0345	TRPV5	HStraining
ENSG00000127578	0.04525	WFIKKN1	HStraining
ENSG00000127580	0.0647333333333333	WDR24	HStraining
ENSG00000127585	0.104433333333333	FBXL16	HStraining
ENSG00000127586	0.0163333333333333	CHTF18	HStraining
ENSG00000127588	0.0291833333333333	GNG13	HStraining
ENSG00000128524	0.0488	ATP6V1F	HStraining
ENSG00000128713	0.148266666666667	HOXD11	HStraining
ENSG00000129159	0.220433333333333	KCNC1	HStraining
ENSG00000129925	0.133833333333333	TMEM8A	HStraining
ENSG00000130037	0.1581	KCNA5	HStraining
ENSG00000130312	0.04625	MRPL34	HStraining
ENSG00000130589	0.026	HELZ2	HStraining
ENSG00000130595	0.0377166666666667	TNNT3	HStraining
ENSG00000130649	0.0728166666666667	CYP2E1	HStraining
ENSG00000130701	0.108666666666667	RBBP8NL	HStraining
ENSG00000130724	0.09785	CHMP2A	HStraining
ENSG00000130725	0.113133333333333	UBE2M	HStraining
ENSG00000130731	0.0152	C16orf13	HStraining
ENSG00000130787	0.100033333333333	HIP1R	HStraining
ENSG00000131095	0.0587	GFAP	HStraining
ENSG00000131149	0.162016666666667	GSE1	HStraining
ENSG00000131188	0.0545333333333333	PRR7	HStraining
ENSG00000131748	0.1173	STARD3	HStraining
ENSG00000131771	0.113516666666667	PPP1R1B	HStraining
ENSG00000131849	0.0947	ZNF132	HStraining
ENSG00000132139	0.05845	GAS2L2	HStraining
ENSG00000132388	0.0990166666666667	UBE2G1	HStraining
ENSG00000132470	0.0501666666666667	ITGB4	HStraining
ENSG00000132613	0.120633333333333	MTSS1L	HStraining
ENSG00000132793	0.0424333333333333	LPIN3	HStraining
ENSG00000132801	0.119733333333333	ZSWIM3	HStraining
ENSG00000132819	0.16865	RBM38	HStraining
ENSG00000133247	0.06055	SUV420H2	HStraining
ENSG00000133661	0.0398	SFTPD	HStraining
ENSG00000134222	0.101233333333333	PSRC1	HStraining
ENSG00000134365	0.00803333333333333	CFHR4	HStraining
ENSG00000134538	0.00105	SLCO1B1	HStraining
ENSG00000135094	0.0242333333333333	SDS	HStraining
ENSG00000135144	0.100733333333333	DTX1	HStraining
ENSG00000135637	0.02625	CCDC142	HStraining
ENSG00000136247	0.0412166666666667	ZDHHC4	HStraining
ENSG00000136487	0.0288166666666667	GH2	HStraining
ENSG00000136717	0.16625	BIN1	HStraining
ENSG00000136720	0.100066666666667	HS6ST1	HStraining
ENSG00000136866	0.171416666666667	ZFP37	HStraining
ENSG00000136997	0.310816666666667	MYC	HStraining
ENSG00000137841	0.0686333333333333	PLCB2	HStraining
ENSG00000137857	0.247016666666667	DUOX1	HStraining
ENSG00000137877	0.0204166666666667	SPTBN5	HStraining
ENSG00000138135	0.16445	CH25H	HStraining
ENSG00000139405	0.0328833333333333	RITA1	HStraining
ENSG00000139410	0.0306666666666667	SDSL	HStraining
ENSG00000139547	0.0237166666666667	RDH16	HStraining
ENSG00000139626	0.0768666666666667	ITGB7	HStraining
ENSG00000139631	0.0739333333333333	CSAD	HStraining
ENSG00000139637	0.08555	C12orf10	HStraining
ENSG00000139651	0.10095	ZNF740	HStraining
